Project Gutenberg Kids Books,Languages,,,,,,,,,,,,,,,
https://www.gutenberg.org/wiki/Children%27s_Literature_(Bookshelf),da,de,el,en,eo,es,fi,fr,hu,it,la,nl,pt,sv,tl,zh
,,22413,,,,,13845,50083,,,,,,,,
,,31114,,,,,34584,47350,,,,,,,,
,,7934,,,,,55811,19431,,,,,,,,
,,22659,,,,,51872,46625,,,,,,,,
,,23672,,,,,15993,27427,,,,,,,,
,,43931,,,,,48098,27828,,,,,,,,
,,38451,,,,,52672,36058,,,,,,,,
,,37994,,,,,47029,17555,,,,,,,,
,,3218,,,,,45509,47473,,,,,,,,
,,22367,,,,,17686,37608,,,,,,,,
,,24961,,,,,45008,28622,,,,,,,,
,,49576,,,,,27054,15113,,,,,,,,
,,44642,,,,,15632,47468,,,,,,,,
,,22823,,,,,45669,43561,,,,,,,,
,,34059,,,,,14439,40194,,,,,,,,
,,48425,,,,,50146,55501,,,,,,,,
,,6892,,,,,47503,42711,,,,,,,,
,,46061,,,,,29396,6318,,,,,,,,
,,56066,,,,,24445,15310,,,,,,,,
,,49593,,,,,17628,23047,,,,,,,,
,,44612,,,,,46575,26780,,,,,,,,
,,31145,,,,,52529,20829,,,,,,,,
,,16302,,,,,56399,30633,,,,,,,,
,,43339,,,,,16481,45121,,,,,,,,
,,44051,,,,,58141,18084,,,,,,,,
,,49218,,,,,35340,57790,,,,,,,,
,,21658,,,,,49094,38996,,,,,,,,
,,43163,,,,,52035,42896,,,,,,,,
,,44575,,,,,17586,39976,,,,,,,,
,,54263,,,,,12546,57719,,,,,,,,
,,28494,,,,,51647,57584,,,,,,,,
,,47318,,,,,18411,41038,,,,,,,,
,,49938,,,,,53783,44068,,,,,,,,
,,55888,,,,,37349,31931,,,,,,,,
,,57909,,,,,45985,19956,,,,,,,,
,,3215,,,,,53594,58661,,,,,,,,
,,23425,,,,,49528,15059,,,,,,,,
,,58352,,,,,44532,46627,,,,,,,,
,,47758,,,,,37902,5130,,,,,,,,
,,29101,,,,,28588,29800,,,,,,,,
,,54875,,,,,48982,6838,,,,,,,,
,,56769,,,,,14125,12603,,,,,,,,
,,53614,,,,,57770,55111,,,,,,,,
,,47804,,,,,55245,18024,,,,,,,,
,,3222,,,,,35585,13862,,,,,,,,
,,50081,,,,,54516,10689,,,,,,,,
,,21053,,,,,20114,53279,,,,,,,,
,,52643,,,,,52173,17140,,,,,,,,
,,46939,,,,,53056,18211,,,,,,,,
,,49592,,,,,52322,48004,,,,,,,,
,,51289,,,,,47411,57607,,,,,,,,
,,47734,,,,,49169,28082,,,,,,,,
,,36718,,,,,58772,57584,,,,,,,,
,,6004,,,,,56994,27134,,,,,,,,
,,24390,,,,,58327,38166,,,,,,,,
,,46903,,,,,41294,52629,,,,,,,,
,,38518,,,,,51417,37051,,,,,,,,
,,3220,,,,,53470,35019,,,,,,,,
,,2411,,,,,42404,47552,,,,,,,,
,,58094,,,,,8669,34285,,,,,,,,
,,21053,,,,,53077,57403,,,,,,,,
,,45418,,,,,56716,25039,,,,,,,,
,,51871,,,,,16754,44407,,,,,,,,
,,39276,,,,,55537,18169,,,,,,,,
,,39762,,,,,19646,47632,,,,,,,,
,,41371,,,,,27470,18014,,,,,,,,
,,9810,,,,,13140,12504,,,,,,,,
,,54469,,,,,49443,28523,,,,,,,,
,,53973,,,,,24026,57584,,,,,,,,
,,7859,,,,,36278,44634,,,,,,,,
,,24056,,,,,52279,18716,,,,,,,,
,,21021,,,,,59051,10687,,,,,,,,
,,30843,,,,,51625,43772,,,,,,,,
,,22494,,,,,50467,17251,,,,,,,,
,,7226,,,,,47516,57360,,,,,,,,
,,6891,,,,,50202,51631,,,,,,,,
,,50120,,,,,14733,35129,,,,,,,,
,,42617,,,,,19095,28080,,,,,,,,
,,3211,,,,,13134,17542,,,,,,,,
,,50628,,,,,53721,55855,,,,,,,,
,,10223,,,,,52467,57584,,,,,,,,
,,7276,,,,,58745,38849,,,,,,,,
,,24172,,,,,56559,28789,,,,,,,,
,,47205,,,,,44446,42212,,,,,,,,
,,45977,,,,,47172,15790,,,,,,,,
,,16279,,,,,55355,13668,,,,,,,,
,,46259,,,,,53461,40086,,,,,,,,
,,9977,,,,,20883,22751,,,,,,,,
,,51430,,,,,16668,57584,,,,,,,,
,,53773,,,,,27841,11645,,,,,,,,
,,48827,,,,,58376,29924,,,,,,,,
,,24017,,,,,53328,31863,,,,,,,,
,,40327,,,,,48633,38257,,,,,,,,
,,6996,,,,,58203,17509,,,,,,,,
,,28219,,,,,18348,37201,,,,,,,,
,,47939,,,,,44207,23828,,,,,,,,
,,56182,,,,,53659,58259,,,,,,,,
,,2341,,,,,49661,13938,,,,,,,,
,,31129,,,,,11891,6966,,,,,,,,
,,47112,,,,,53150,13525,,,,,,,,
,,28751,,,,,57938,28211,,,,,,,,
,,53823,,,,,50784,6994,,,,,,,,
,,46868,,,,,14570,53599,,,,,,,,
,,29746,,,,,55924,51787,,,,,,,,
,,21658,,,,,55401,33595,,,,,,,,
,,19460,,,,,44137,33893,,,,,,,,
,,2406,,,,,33495,51227,,,,,,,,
,,7240,,,,,44946,17834,,,,,,,,
,,32989,,,,,50333,22393,,,,,,,,
,,48120,,,,,46147,47062,,,,,,,,
,,31803,,,,,53265,30654,,,,,,,,
,,58941,,,,,16893,17105,,,,,,,,
,,58238,,,,,52727,27131,,,,,,,,
,,56174,,,,,55083,35406,,,,,,,,
,,46987,,,,,16393,53284,,,,,,,,
,,47659,,,,,13581,52489,,,,,,,,
,,49582,,,,,47821,49712,,,,,,,,
,,34581,,,,,36125,42939,,,,,,,,
,,50833,,,,,51348,3000,,,,,,,,
,,16718,,,,,34514,45121,,,,,,,,
,,38125,,,,,14651,15203,,,,,,,,
,,51586,,,,,25518,10841,,,,,,,,
,,30084,,,,,53715,17916,,,,,,,,
,,56065,,,,,45203,18669,,,,,,,,
,,4373,,,,,52383,37306,,,,,,,,
,,47142,,,,,54750,52585,,,,,,,,
,,49582,,,,,14208,27807,,,,,,,,
,,6830,,,,,15692,46461,,,,,,,,
,,21989,,,,,35832,41208,,,,,,,,
,,48917,,,,,49812,43561,,,,,,,,
,,49592,,,,,48564,48421,,,,,,,,
,,23532,,,,,54786,52006,,,,,,,,
,,3298,,,,,44339,43761,,,,,,,,
,,43892,,,,,50117,29052,,,,,,,,
,,35806,,,,,29585,17868,,,,,,,,
,,48601,,,,,52349,36972,,,,,,,,
,,40739,,,,,53441,43307,,,,,,,,
,,49774,,,,,45665,27641,,,,,,,,
,,53451,,,,,44248,13562,,,,,,,,
,,49582,,,,,58277,42088,,,,,,,,
,,51930,,,,,53878,44483,,,,,,,,
,,37065,,,,,50250,50485,,,,,,,,
,,51051,,,,,53397,43924,,,,,,,,
,,37128,,,,,52871,17869,,,,,,,,
,,47713,,,,,56754,17717,,,,,,,,
,,47941,,,,,50463,42525,,,,,,,,
,,9369,,,,,46340,46490,,,,,,,,
,,40221,,,,,47504,57584,,,,,,,,
,,31218,,,,,51486,6691,,,,,,,,
,,25048,,,,,51504,47846,,,,,,,,
,,29465,,,,,12804,37617,,,,,,,,
,,31337,,,,,12795,43686,,,,,,,,
,,48262,,,,,52687,17675,,,,,,,,
,,39480,,,,,37150,33595,,,,,,,,
,,57915,,,,,53017,44807,,,,,,,,
,,53731,,,,,53721,9453,,,,,,,,
,,52490,,,,,18322,48830,,,,,,,,
,,50252,,,,,35923,13727,,,,,,,,
,,21917,,,,,42470,26819,,,,,,,,
,,50216,,,,,35202,21257,,,,,,,,
,,7049,,,,,30757,18717,,,,,,,,
,,53013,,,,,52792,39241,,,,,,,,
,,54262,,,,,58291,29537,,,,,,,,
,,53553,,,,,27892,41843,,,,,,,,
,,56069,,,,,52427,33931,,,,,,,,
,,30331,,,,,48692,18407,,,,,,,,
,,33326,,,,,52960,50398,,,,,,,,
,,33329,,,,,34054,24515,,,,,,,,
,,43821,,,,,50114,49005,,,,,,,,
,,15890,,,,,56882,1981,,,,,,,,
,,46539,,,,,55810,28827,,,,,,,,
,,25783,,,,,37312,19689,,,,,,,,
,,39350,,,,,51272,54952,,,,,,,,
,,37108,,,,,22006,35955,,,,,,,,
,,22235,,,,,57932,57584,,,,,,,,
,,9046,,,,,53556,33033,,,,,,,,
,,48902,,,,,53029,42300,,,,,,,,
,,7292,,,,,10481,15557,,,,,,,,
,,43687,,,,,50547,15882,,,,,,,,
,,7225,,,,,55495,17353,,,,,,,,
,,56512,,,,,47393,55135,,,,,,,,
,,44972,,,,,17529,23578,,,,,,,,
,,56641,,,,,22361,41992,,,,,,,,
,,43920,,,,,58481,4564,,,,,,,,
,,5740,,,,,14214,24962,,,,,,,,
,,50681,,,,,16069,12247,,,,,,,,
,,44565,,,,,29442,15303,,,,,,,,
,,37241,,,,,48074,35124,,,,,,,,
,,46912,,,,,44699,27808,,,,,,,,
,,58306,,,,,37312,14803,,,,,,,,
,,46940,,,,,48005,54035,,,,,,,,
,,50187,,,,,47777,44467,,,,,,,,
,,50845,,,,,11916,11037,,,,,,,,
,,49161,,,,,58999,29925,,,,,,,,
,,55914,,,,,58141,12301,,,,,,,,
,,6924,,,,,14949,14720,,,,,,,,
,,49503,,,,,46569,37760,,,,,,,,
,,48567,,,,,58885,37990,,,,,,,,
,,39277,,,,,49082,33033,,,,,,,,
,,23787,,,,,48125,36086,,,,,,,,
,,33418,,,,,38119,57584,,,,,,,,
,,51378,,,,,45669,13016,,,,,,,,
,,10055,,,,,51157,26511,,,,,,,,
,,15028,,,,,53180,55554,,,,,,,,
,,45600,,,,,50709,35019,,,,,,,,
,,9062,,,,,47777,37138,,,,,,,,
,,4374,,,,,16313,27282,,,,,,,,
,,56991,,,,,44532,54835,,,,,,,,
,,41305,,,,,45008,11928,,,,,,,,
,,37070,,,,,53365,36528,,,,,,,,
,,36389,,,,,46070,9818,,,,,,,,
,,12012,,,,,51272,55569,,,,,,,,
,,10917,,,,,55599,25378,,,,,,,,
,,47079,,,,,55884,17930,,,,,,,,
,,28100,,,,,51098,8719,,,,,,,,
,,44957,,,,,50172,17990,,,,,,,,
,,55130,,,,,50030,20498,,,,,,,,
,,49024,,,,,56240,15458,,,,,,,,
,,31309,,,,,52989,16210,,,,,,,,
,,24288,,,,,34760,57584,,,,,,,,
,,10353,,,,,38113,34212,,,,,,,,
,,4375,,,,,46553,45953,,,,,,,,
,,45579,,,,,44946,29332,,,,,,,,
,,59030,,,,,55210,57584,,,,,,,,
,,55193,,,,,15316,4565,,,,,,,,
,,15734,,,,,25790,40052,,,,,,,,
,,50984,,,,,51619,11678,,,,,,,,
,,14997,,,,,25011,19519,,,,,,,,
,,37945,,,,,46193,15372,,,,,,,,
,,56011,,,,,44446,44504,,,,,,,,
,,45569,,,,,49825,51214,,,,,,,,
,,32634,,,,,49900,29805,,,,,,,,
,,2405,,,,,55029,44023,,,,,,,,
,,9045,,,,,51366,41769,,,,,,,,
,,47173,,,,,15061,28151,,,,,,,,
,,52092,,,,,45062,23508,,,,,,,,
,,20944,,,,,49498,45692,,,,,,,,
,,43164,,,,,39491,31988,,,,,,,,
,,19596,,,,,53872,44390,,,,,,,,
,,43987,,,,,11773,12005,,,,,,,,
,,3218,,,,,58631,36454,,,,,,,,
,,17600,,,,,51279,18090,,,,,,,,
,,46014,,,,,43836,30783,,,,,,,,
,,47077,,,,,44781,22760,,,,,,,,
,,7933,,,,,44892,34872,,,,,,,,
,,57765,,,,,57557,33894,,,,,,,,
,,5607,,,,,54185,48282,,,,,,,,
,,50912,,,,,44938,44617,,,,,,,,
,,21917,,,,,19176,18368,,,,,,,,
,,50911,,,,,50337,16795,,,,,,,,
,,53757,,,,,55198,13838,,,,,,,,
,,2380,,,,,52953,54311,,,,,,,,
,,31911,,,,,49015,10687,,,,,,,,
,,33317,,,,,50304,35103,,,,,,,,
,,50081,,,,,17900,5095,,,,,,,,
,,27859,,,,,15339,23615,,,,,,,,
,,52352,,,,,52193,25370,,,,,,,,
,,34782,,,,,55544,13038,,,,,,,,
,,10271,,,,,48968,27144,,,,,,,,
,,22630,,,,,15988,44689,,,,,,,,
,,40790,,,,,53258,32194,,,,,,,,
,,43191,,,,,26141,55430,,,,,,,,
,,6696,,,,,54655,42256,,,,,,,,
,,56499,,,,,13593,38974,,,,,,,,
,,34064,,,,,52384,26712,,,,,,,,
,,50887,,,,,57553,50805,,,,,,,,
,,54754,,,,,44869,47987,,,,,,,,
,,6640,,,,,53840,34559,,,,,,,,
,,38295,,,,,45668,20479,,,,,,,,
,,41724,,,,,48939,25503,,,,,,,,
,,5801,,,,,45000,9976,,,,,,,,
,,50120,,,,,12604,17738,,,,,,,,
,,44436,,,,,19934,55167,,,,,,,,
,,58148,,,,,46824,40768,,,,,,,,
,,55487,,,,,14775,15462,,,,,,,,
,,38158,,,,,20422,28258,,,,,,,,
,,2779,,,,,45897,42986,,,,,,,,
,,30821,,,,,48000,36647,,,,,,,,
,,47106,,,,,45499,43535,,,,,,,,
,,9099,,,,,14440,24555,,,,,,,,
,,15267,,,,,45487,39555,,,,,,,,
,,6654,,,,,49110,36910,,,,,,,,
,,47063,,,,,49655,38057,,,,,,,,
,,50681,,,,,25669,23616,,,,,,,,
,,25791,,,,,16694,26681,,,,,,,,
,,58941,,,,,26406,16240,,,,,,,,
,,47318,,,,,52901,41322,,,,,,,,
,,45664,,,,,52771,17543,,,,,,,,
,,9110,,,,,47048,14115,,,,,,,,
,,54738,,,,,17788,38316,,,,,,,,
,,13658,,,,,53272,19233,,,,,,,,
,,50296,,,,,53119,58532,,,,,,,,
,,40920,,,,,36190,17271,,,,,,,,
,,49603,,,,,20960,40597,,,,,,,,
,,8565,,,,,55030,49397,,,,,,,,
,,44386,,,,,50362,50447,,,,,,,,
,,31530,,,,,51584,43871,,,,,,,,
,,50888,,,,,34418,44697,,,,,,,,
,,6504,,,,,57377,16827,,,,,,,,
,,30084,,,,,34980,41943,,,,,,,,
,,28042,,,,,48508,29052,,,,,,,,
,,22492,,,,,51270,22007,,,,,,,,
,,417,,,,,43104,29775,,,,,,,,
,,34521,,,,,55944,36437,,,,,,,,
,,34059,,,,,58630,12230,,,,,,,,
,,24173,,,,,55520,43567,,,,,,,,
,,12108,,,,,51747,56149,,,,,,,,
,,45189,,,,,47154,38150,,,,,,,,
,,31842,,,,,42646,11040,,,,,,,,
,,28279,,,,,57557,39739,,,,,,,,
,,47502,,,,,43161,54997,,,,,,,,
,,22493,,,,,56496,14793,,,,,,,,
,,29796,,,,,59115,40902,,,,,,,,
,,46880,,,,,50481,44181,,,,,,,,
,,53973,,,,,53272,45886,,,,,,,,
,,44250,,,,,50754,57584,,,,,,,,
,,29584,,,,,47839,16848,,,,,,,,
,,40637,,,,,52955,8074,,,,,,,,
,,54427,,,,,24026,56892,,,,,,,,
,,54263,,,,,54681,36260,,,,,,,,
,,41522,,,,,15499,20664,,,,,,,,
,,52478,,,,,46290,58501,,,,,,,,
,,6835,,,,,49646,52592,,,,,,,,
,,417,,,,,38224,24045,,,,,,,,
,,17153,,,,,38598,23567,,,,,,,,
,,53569,,,,,29769,45715,,,,,,,,
,,34424,,,,,52173,41968,,,,,,,,
,,11306,,,,,51895,33033,,,,,,,,
,,36488,,,,,55204,26531,,,,,,,,
,,52218,,,,,51648,14703,,,,,,,,
,,7022,,,,,51394,44359,,,,,,,,
,,28949,,,,,52076,46314,,,,,,,,
,,9049,,,,,54362,17540,,,,,,,,
,,46805,,,,,12802,47756,,,,,,,,
,,56045,,,,,47573,47982,,,,,,,,
,,45319,,,,,37026,19536,,,,,,,,
,,57741,,,,,45562,29012,,,,,,,,
,,57412,,,,,57633,7772,,,,,,,,
,,58686,,,,,51071,14911,,,,,,,,
,,39350,,,,,45445,30696,,,,,,,,
,,52725,,,,,40568,15226,,,,,,,,
,,45916,,,,,15318,20246,,,,,,,,
,,38547,,,,,25679,29923,,,,,,,,
,,35939,,,,,38533,38042,,,,,,,,
,,54422,,,,,53575,32948,,,,,,,,
,,29796,,,,,36362,26124,,,,,,,,
,,13953,,,,,12547,57745,,,,,,,,
,,51638,,,,,37094,57584,,,,,,,,
,,56343,,,,,15806,40374,,,,,,,,
,,49946,,,,,50142,47133,,,,,,,,
,,13732,,,,,43398,16874,,,,,,,,
,,52643,,,,,43521,796,,,,,,,,
,,9083,,,,,47398,48781,,,,,,,,
,,50937,,,,,46862,53761,,,,,,,,
,,47033,,,,,58637,2419,,,,,,,,
,,19611,,,,,12178,8490,,,,,,,,
,,2174,,,,,55117,53439,,,,,,,,
,,50917,,,,,29176,2820,,,,,,,,
,,45672,,,,,52890,29823,,,,,,,,
,,34374,,,,,56329,49542,,,,,,,,
,,54262,,,,,55810,25850,,,,,,,,
,,50393,,,,,13171,39654,,,,,,,,
,,37436,,,,,14207,50725,,,,,,,,
,,14223,,,,,20344,32509,,,,,,,,
,,50248,,,,,50413,37798,,,,,,,,
,,48587,,,,,48935,48279,,,,,,,,
,,54305,,,,,48725,38058,,,,,,,,
,,25204,,,,,18144,41738,,,,,,,,
,,49486,,,,,48713,31944,,,,,,,,
,,6890,,,,,52737,13737,,,,,,,,
,,14225,,,,,48381,25434,,,,,,,,
,,31459,,,,,55436,38935,,,,,,,,
,,18148,,,,,47048,14309,,,,,,,,
,,49248,,,,,53442,32065,,,,,,,,
,,12921,,,,,16533,5158,,,,,,,,
,,31150,,,,,45574,50069,,,,,,,,
,,4372,,,,,51111,40551,,,,,,,,
,,3216,,,,,44840,55855,,,,,,,,
,,3216,,,,,50579,57743,,,,,,,,
,,25796,,,,,20905,44017,,,,,,,,
,,53946,,,,,42898,55367,,,,,,,,
,,30097,,,,,47686,38316,,,,,,,,
,,47038,,,,,51301,57584,,,,,,,,
,,58145,,,,,54123,44161,,,,,,,,
,,35181,,,,,16490,48257,,,,,,,,
,,45635,,,,,13920,39220,,,,,,,,
,,3223,,,,,52369,50398,,,,,,,,
,,2342,,,,,55883,20234,,,,,,,,
,,32481,,,,,56092,44157,,,,,,,,
,,24817,,,,,20118,56511,,,,,,,,
,,7323,,,,,51795,38361,,,,,,,,
,,17142,,,,,52129,25680,,,,,,,,
,,21658,,,,,50741,15060,,,,,,,,
,,55925,,,,,51684,29918,,,,,,,,
,,23679,,,,,49883,17590,,,,,,,,
,,39573,,,,,49702,54528,,,,,,,,
,,19823,,,,,31336,17696,,,,,,,,
,,15028,,,,,47410,18806,,,,,,,,
,,21147,,,,,23039,14286,,,,,,,,
,,24371,,,,,34174,15847,,,,,,,,
,,54071,,,,,56225,18455,,,,,,,,
,,48919,,,,,38473,57584,,,,,,,,
,,47077,,,,,28095,17661,,,,,,,,
,,53731,,,,,57286,20568,,,,,,,,
,,3060,,,,,52368,36777,,,,,,,,
,,56586,,,,,13779,25616,,,,,,,,
,,5322,,,,,58564,30779,,,,,,,,
,,45861,,,,,45986,28114,,,,,,,,
,,39575,,,,,41874,30484,,,,,,,,
,,31564,,,,,54356,35285,,,,,,,,
,,6821,,,,,34033,38867,,,,,,,,
,,55633,,,,,15814,38316,,,,,,,,
,,48148,,,,,49688,21413,,,,,,,,
,,2335,,,,,52419,18749,,,,,,,,
,,51558,,,,,15842,33744,,,,,,,,
,,3214,,,,,53825,26400,,,,,,,,
,,27205,,,,,56329,25949,,,,,,,,
,,52334,,,,,50763,45060,,,,,,,,
,,4502,,,,,51729,32298,,,,,,,,
,,55130,,,,,54543,22388,,,,,,,,
,,44639,,,,,46554,13863,,,,,,,,
,,54758,,,,,20884,18083,,,,,,,,
,,49896,,,,,31460,12603,,,,,,,,
,,53459,,,,,49717,18924,,,,,,,,
,,47698,,,,,16333,27610,,,,,,,,
,,52952,,,,,45889,54182,,,,,,,,
,,8926,,,,,12838,17184,,,,,,,,
,,9810,,,,,20422,18718,,,,,,,,
,,2322,,,,,58227,27379,,,,,,,,
,,6643,,,,,54164,12401,,,,,,,,
,,45091,,,,,26926,26759,,,,,,,,
,,51377,,,,,56491,23830,,,,,,,,
,,39247,,,,,45286,33895,,,,,,,,
,,38033,,,,,19374,18586,,,,,,,,
,,42651,,,,,53234,8693,,,,,,,,
,,35328,,,,,16620,43313,,,,,,,,
,,51119,,,,,52807,43239,,,,,,,,
,,24371,,,,,29126,46991,,,,,,,,
,,49928,,,,,53570,12295,,,,,,,,
,,45861,,,,,56944,40279,,,,,,,,
,,17413,,,,,46819,39314,,,,,,,,
,,52718,,,,,18706,57584,,,,,,,,
,,28863,,,,,46532,36938,,,,,,,,
,,44961,,,,,53528,35223,,,,,,,,
,,40920,,,,,56125,48852,,,,,,,,
,,29738,,,,,47313,22618,,,,,,,,
,,52517,,,,,57216,47196,,,,,,,,
,,46845,,,,,52187,4649,,,,,,,,
,,16278,,,,,52152,21804,,,,,,,,
,,52220,,,,,39557,56545,,,,,,,,
,,50244,,,,,17925,54664,,,,,,,,
,,44093,,,,,55438,42487,,,,,,,,
,,36349,,,,,21803,57506,,,,,,,,
,,49971,,,,,52037,43003,,,,,,,,
,,6990,,,,,48799,15112,,,,,,,,
,,48918,,,,,41980,26091,,,,,,,,
,,19760,,,,,44699,13149,,,,,,,,
,,22159,,,,,29081,58366,,,,,,,,
,,48243,,,,,18694,18889,,,,,,,,
,,19673,,,,,52676,49573,,,,,,,,
,,53846,,,,,18870,33258,,,,,,,,
,,39650,,,,,55649,33931,,,,,,,,
,,32763,,,,,42178,33838,,,,,,,,
,,7232,,,,,46325,40516,,,,,,,,
,,3299,,,,,30790,51149,,,,,,,,
,,46465,,,,,38772,57584,,,,,,,,
,,50627,,,,,56163,56801,,,,,,,,
,,50444,,,,,56897,45468,,,,,,,,
,,3211,,,,,26555,22768,,,,,,,,
,,53483,,,,,57151,58427,,,,,,,,
,,46817,,,,,14164,26817,,,,,,,,
,,24367,,,,,52152,38704,,,,,,,,
,,48886,,,,,35111,24962,,,,,,,,
,,46919,,,,,57220,46285,,,,,,,,
,,51694,,,,,53790,8175,,,,,,,,
,,2320,,,,,52028,38737,,,,,,,,
,,51705,,,,,48321,12562,,,,,,,,
,,14105,,,,,41933,35262,,,,,,,,
,,17599,,,,,55267,56523,,,,,,,,
,,54730,,,,,31812,18162,,,,,,,,
,,52483,,,,,55322,23939,,,,,,,,
,,58238,,,,,47155,37506,,,,,,,,
,,40854,,,,,55600,27876,,,,,,,,
,,50965,,,,,57092,18494,,,,,,,,
,,49576,,,,,18246,24636,,,,,,,,
,,24782,,,,,49584,34547,,,,,,,,
,,35192,,,,,32130,44141,,,,,,,,
,,46551,,,,,13564,57584,,,,,,,,
,,6723,,,,,35340,36777,,,,,,,,
,,38395,,,,,39182,57584,,,,,,,,
,,55026,,,,,29585,36708,,,,,,,,
,,49938,,,,,8431,26353,,,,,,,,
,,44239,,,,,16618,27041,,,,,,,,
,,58238,,,,,25996,19201,,,,,,,,
,,48558,,,,,44158,12603,,,,,,,,
,,34137,,,,,58675,11423,,,,,,,,
,,46882,,,,,45046,37762,,,,,,,,
,,17383,,,,,45574,51802,,,,,,,,
,,45661,,,,,20140,37468,,,,,,,,
,,54262,,,,,37045,18697,,,,,,,,
,,40218,,,,,27247,43567,,,,,,,,
,,39175,,,,,40174,44931,,,,,,,,
,,5740,,,,,52727,11748,,,,,,,,
,,20211,,,,,51375,46626,,,,,,,,
,,26261,,,,,47203,30268,,,,,,,,
,,50344,,,,,55823,22543,,,,,,,,
,,16264,,,,,53069,13948,,,,,,,,
,,36933,,,,,19650,28081,,,,,,,,
,,7946,,,,,48005,11048,,,,,,,,
,,7240,,,,,52294,14155,,,,,,,,
,,50221,,,,,25120,37273,,,,,,,,
,,44610,,,,,44832,13676,,,,,,,,
,,47711,,,,,42609,12949,,,,,,,,
,,22517,,,,,57831,54183,,,,,,,,
,,3061,,,,,55436,11905,,,,,,,,
,,52486,,,,,41780,18611,,,,,,,,
,,36997,,,,,42646,38974,,,,,,,,
,,32201,,,,,13768,57584,,,,,,,,
,,46878,,,,,13991,13981,,,,,,,,
,,53054,,,,,13394,58265,,,,,,,,
,,50912,,,,,20100,35498,,,,,,,,
,,22465,,,,,44137,13965,,,,,,,,
,,38986,,,,,15264,54498,,,,,,,,
,,48527,,,,,29709,28168,,,,,,,,
,,41382,,,,,53657,13848,,,,,,,,
,,25721,,,,,52174,49725,,,,,,,,
,,56475,,,,,54559,39889,,,,,,,,
,,45163,,,,,52751,29986,,,,,,,,
,,9875,,,,,36824,30512,,,,,,,,
,,45163,,,,,52687,16828,,,,,,,,
,,25530,,,,,44793,52376,,,,,,,,
,,49824,,,,,52108,13219,,,,,,,,
,,40012,,,,,56272,16886,,,,,,,,
,,22516,,,,,56370,16812,,,,,,,,
,,51695,,,,,48574,10160,,,,,,,,
,,24899,,,,,40070,42635,,,,,,,,
,,52299,,,,,37037,54087,,,,,,,,
,,40543,,,,,37541,15235,,,,,,,,
,,44368,,,,,18710,44095,,,,,,,,
,,22492,,,,,27376,51837,,,,,,,,
,,59028,,,,,42107,51236,,,,,,,,
,,9059,,,,,54382,41413,,,,,,,,
,,46307,,,,,53090,56327,,,,,,,,
,,32450,,,,,54095,57584,,,,,,,,
,,40739,,,,,49110,38493,,,,,,,,
,,32014,,,,,51186,32643,,,,,,,,
,,58238,,,,,48658,21940,,,,,,,,
,,51151,,,,,54745,54600,,,,,,,,
,,55352,,,,,21100,51372,,,,,,,,
,,37108,,,,,51406,26351,,,,,,,,
,,46062,,,,,43236,18311,,,,,,,,
,,18475,,,,,35522,56820,,,,,,,,
,,38281,,,,,56091,18074,,,,,,,,
,,47818,,,,,59051,34561,,,,,,,,
,,41051,,,,,58811,12251,,,,,,,,
,,37763,,,,,12757,18715,,,,,,,,
,,51871,,,,,57727,40496,,,,,,,,
,,3221,,,,,53077,58698,,,,,,,,
,,51835,,,,,34714,36635,,,,,,,,
,,16280,,,,,21548,43822,,,,,,,,
,,48205,,,,,38979,17963,,,,,,,,
,,48253,,,,,56983,35476,,,,,,,,
,,51276,,,,,55615,18302,,,,,,,,
,,55487,,,,,51602,18090,,,,,,,,
,,39175,,,,,58044,58211,,,,,,,,
,,48965,,,,,52792,5082,,,,,,,,
,,43438,,,,,53906,35657,,,,,,,,
,,19778,,,,,44580,50664,,,,,,,,
,,30289,,,,,18994,25715,,,,,,,,
,,24377,,,,,14737,19232,,,,,,,,
,,56606,,,,,28159,24424,,,,,,,,
,,50182,,,,,15637,11766,,,,,,,,
,,5740,,,,,51853,36780,,,,,,,,
,,46882,,,,,52471,13628,,,,,,,,
,,49824,,,,,56936,18716,,,,,,,,
,,46411,,,,,55370,33440,,,,,,,,
,,46157,,,,,44283,28168,,,,,,,,
,,51467,,,,,56497,18919,,,,,,,,
,,57114,,,,,18966,14082,,,,,,,,
,,39619,,,,,44859,44139,,,,,,,,
,,3062,,,,,54013,17252,,,,,,,,
,,31233,,,,,50019,11301,,,,,,,,
,,11108,,,,,55229,37569,,,,,,,,
,,50707,,,,,22027,22551,,,,,,,,
,,47843,,,,,25233,35988,,,,,,,,
,,24820,,,,,25924,10768,,,,,,,,
,,7269,,,,,17295,27047,,,,,,,,
,,44722,,,,,54395,54020,,,,,,,,
,,54481,,,,,57965,16066,,,,,,,,
,,52185,,,,,55572,43734,,,,,,,,
,,6834,,,,,24848,38442,,,,,,,,
,,20051,,,,,56885,36807,,,,,,,,
,,22209,,,,,16482,29279,,,,,,,,
,,49503,,,,,38133,33229,,,,,,,,
,,9186,,,,,53410,28412,,,,,,,,
,,55914,,,,,53444,43233,,,,,,,,
,,47406,,,,,36652,8453,,,,,,,,
,,27775,,,,,47686,26765,,,,,,,,
,,49998,,,,,15611,43698,,,,,,,,
,,14330,,,,,51309,19075,,,,,,,,
,,47142,,,,,53714,39071,,,,,,,,
,,38755,,,,,53215,20244,,,,,,,,
,,51119,,,,,53871,14157,,,,,,,,
,,53283,,,,,47724,17285,,,,,,,,
